Version; FileName ; Size;nr;nAuth; LOC_touched;LOC_Added; Max_locAdded;Avg_locAdded;Churn;MAX_Churn; AVG_Churn;ChgSetSize;Max_chgSetSize;Avg_chgSetSize;Buggy
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveWithTwoConnectionsTest.java;92;1;1;116;116;116;116;116;116;116;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveWithTwoConnectionsWithJMXTest.java;25;1;1;28;28;28;28;28;28;28;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendSameMessageTest.java;37;1;1;46;46;46;46;46;46;46;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicTransactionTest.java;31;1;1;36;36;36;36;36;36;36;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTransactionTestSupport.java;590;1;1;692;692;692;692;692;692;692;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/LoadTestBurnIn.java;137;1;1;164;164;164;164;164;164;164;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/MessageListenerRedeliveryTest.java;159;1;1;193;193;193;193;193;193;193;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/RedeliveryPolicyTest.java;115;1;1;145;145;145;145;145;145;145;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/TestSupport.java;128;1;1;151;151;151;151;151;151;151;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/TimeStampTest.java;73;1;1;91;91;91;91;91;91;91;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/demo/SimpleConsumer.java;119;1;1;129;129;129;129;129;129;129;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/demo/SimpleProducer.java;124;1;1;138;138;138;138;138;138;138;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/load/LoadClient.java;173;1;1;222;222;222;222;222;222;222;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/load/LoadController.java;81;1;1;98;98;98;98;98;98;98;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/load/LoadTest.java;114;1;1;127;127;127;127;127;127;127;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/ConnectionChurnTest.java;67;2;2;79;78;77;39;77;77;39;19;1;1;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/InactiveDurableTopicTest.java;161;1;1;171;171;171;171;171;171;171;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/NetworkedSyncTest.java;178;1;1;212;212;212;212;212;212;212;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/NumberOfDestinationsTest.java;77;1;1;88;88;88;88;88;88;88;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/PerfConsumer.java;122;1;1;139;139;139;139;139;139;139;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/PerfProducer.java;111;1;1;125;125;125;125;125;125;125;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/PerfRate.java;69;1;1;78;78;78;78;78;78;78;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleDurableTopicNetworkTest.java;43;1;1;50;50;50;50;50;50;50;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleDurableTopicTest.java;57;1;1;63;63;63;63;63;63;63;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleNetworkTest.java;67;1;1;79;79;79;79;79;79;79;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleNonPersistentTopicTest.java;33;1;1;37;37;37;37;37;37;37;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleTopicTest.java;165;1;1;181;181;181;181;181;181;181;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SlowConsumer.java;41;1;1;47;47;47;47;47;47;47;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SlowConsumerTopicTest.java;48;1;1;56;56;56;56;56;56;56;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SlowDurableConsumerTopicTest.java;32;1;1;38;38;38;38;38;38;38;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsResourceProvider.java;213;1;1;237;237;237;237;237;237;237;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsSendReceiveTestSupport.java;234;1;1;273;273;273;273;273;273;273;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveTest.java;97;1;1;116;116;116;116;116;116;116;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveWithTwoConnectionsAndByteSelectorTest.java;30;1;1;35;35;35;35;35;35;35;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveWithTwoConnectionsTest.java;106;1;1;129;129;129;129;129;129;129;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/test/TestSupport.java;226;1;1;261;261;261;261;261;261;261;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/test/rollback/DelegatingTransactionalMessageListener.java;62;1;1;71;71;71;71;71;71;71;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ChangeSentMessageTest.java;57;1;1;62;62;62;62;62;62;62;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ChangeSessionDeliveryModeTest.java;63;1;1;72;72;72;72;72;72;72;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/CompositeConsumeTest.java;58;1;1;73;73;73;73;73;73;73;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/CompositePublishTest.java;118;2;2;145;145;143;48;145;145;48;19;1;1;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ConcurrentProducerDurableConsumerTest.java;358;1;1;413;413;413;413;413;413;413;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DiscriminatingConsumerLoadTest.java;266;1;1;322;322;322;322;322;322;322;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DispatchMultipleConsumersTest.java;197;1;1;214;214;214;214;214;214;214;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableConsumerCloseAndReconnectTest.java;153;1;1;192;192;192;192;192;192;192;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableSubProcessTest.java;518;1;1;628;628;628;628;628;628;628;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableSubSelectorDelayTest.java;199;1;1;256;256;256;256;256;256;256;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableSubscriptionHangTestCase.java;104;1;1;119;119;119;119;119;119;119;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/MyObject.java;58;1;1;73;73;73;73;73;73;73;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/NonBlockingConsumerRedeliveryTest.java;278;1;1;340;340;340;340;340;340;340;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ObjectMessageNotSerializableTest.java;202;1;1;241;241;241;241;241;241;241;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ProducerConsumerTestSupport.java;49;1;1;54;54;54;54;54;54;54;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/PublishOnDurableTopicConsumedMessageTest.java;24;1;1;27;27;27;27;27;27;27;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/PublishOnTopicConsumedMessageTest.java;53;1;1;66;66;66;66;66;66;66;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/SubscribeClosePublishThenConsumeTest.java;88;1;1;107;107;107;107;107;107;107;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TestSupport.java;134;1;1;157;157;157;157;157;157;157;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TopicRedeliverTest.java;259;1;1;300;300;300;300;300;300;300;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TransactionRollbackOrderTest.java;133;1;1;161;161;161;161;161;161;161;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TransactionTest.java;99;1;1;120;120;120;120;120;120;120;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/util/ConsumerThread.java;74;1;1;86;86;86;86;86;86;86;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/util/DefaultTestAppender.java;63;1;1;82;82;82;82;82;82;82;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/util/IdGenerator.java;26;1;1;29;29;29;29;29;29;29;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/util/MessageIdList.java;229;1;1;267;267;267;267;267;267;267;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/util/ProducerThread.java;74;1;1;87;87;87;87;87;87;87;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/util/SimplePojo.java;72;1;1;77;77;77;77;77;77;77;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/activemq/util/Wait.java;35;1;1;40;40;40;40;40;40;40;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/hedwig/JmsTestBase.java;83;1;1;95;95;95;95;95;95;95;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/hedwig/jms/BasicJMSTest.java;281;1;1;337;337;337;337;337;337;337;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/BasicSelectorGrammarTest.java;323;1;1;376;376;376;376;376;376;376;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/activemq/SelectorParserTest.java;39;1;1;46;46;46;46;46;46;46;0;0;0;yes
5;hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/activemq/SelectorTest.java;323;1;1;399;399;399;399;399;399;399;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java;64;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java;40;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java;44;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java;83;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java;360;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java;119;1;1;5;4;3;2;3;3;2;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java;123;1;1;10;8;4;3;6;6;3;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java;165;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java;41;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java;133;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java;149;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java;51;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java;162;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java;64;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java;31;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java;32;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java;31;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java;30;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java;33;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java;34;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java;140;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java;77;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java;100;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java;81;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java;65;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java;167;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java;78;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java;170;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java;60;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java;48;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java;144;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java;103;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java;133;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java;387;1;1;1;1;1;1;1;1;1;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java;196;1;1;2;2;2;2;2;2;2;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java;40;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java;37;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java;566;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java;344;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java;357;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java;60;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java;80;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java;251;1;1;4;1;1;0;-2;-1;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java;335;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java;41;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java;99;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java;99;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java;287;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java;117;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java;43;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java;326;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java;249;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java;43;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java;88;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java;35;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java;54;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java;55;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java;23;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java;46;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java;64;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java;41;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java;42;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java;156;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java;43;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/util/Either.java;41;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java;78;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java;124;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/util/Option.java;35;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java;35;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java;50;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/util/SubscriptionListener.java;41;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/main/java/org/apache/hedwig/util/VarArgs.java;23;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java;47;0;0;0;0;0;0;0;0;0;0;0;0;no
5;hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java;35;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/test/java/org/apache/hedwig/util/TestHedwigSocketAddress.java;90;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java;46;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java;219;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java;16881;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java;64;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java;123;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java;59;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java;87;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java;494;1;1;5;3;1;1;1;1;1;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java;390;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java;923;2;2;11;8;3;2;5;5;2;11;1;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java;92;1;1;15;9;5;2;3;3;2;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java;321;1;1;3;2;1;1;1;1;1;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java;112;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java;80;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java;85;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java;72;1;1;3;2;1;1;1;1;1;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java;87;1;1;4;2;1;1;0;0;1;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java;33;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java;563;3;3;46;45;30;6;44;44;6;17;2;1;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java;28;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java;94;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java;30;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java;73;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java;23;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java;23;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java;86;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java;821;3;3;351;211;153;7;71;161;7;17;2;1;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java;57;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java;26;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java;96;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java;61;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java;33;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java;38;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java;27;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java;80;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java;203;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java;195;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java;97;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java;34;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java;24;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java;38;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java;147;1;1;5;3;1;1;1;1;1;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java;195;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java;772;1;1;11;6;1;1;1;1;1;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java;148;0;0;0;0;0;0;0;0;0;0;0;0;yes
5;hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java;93;0;0;0;0;0;0;0;0;0;0;0;0;yes
